sample_id,condition,noise_level,trial_id,original_name,target_name,predicted_name,is_restored,is_refactored,target_masked
mock_5,smelly,0.3,0,data,userData,data,True,False,False
mock_5,clean,0.3,1,userData,userData,other,False,False,True
mock_5,smelly,0.3,1,data,userData,data,True,False,True
mock_5,clean,0.3,2,userData,userData,userData,True,False,False
mock_5,smelly,0.3,2,data,userData,data,True,False,False
mock_5,clean,0.5,0,userData,userData,other,False,False,True
mock_5,smelly,0.5,0,data,userData,data,True,False,False
mock_5,clean,0.5,1,userData,userData,other,False,False,True
mock_5,smelly,0.5,1,data,userData,data,True,False,True
mock_5,clean,0.5,2,userData,userData,userData,True,False,False
mock_5,smelly,0.5,2,data,userData,data,True,False,False
mock_5,clean,0.7,0,userData,userData,userData,True,False,False
mock_5,smelly,0.7,0,data,userData,data,True,False,False
mock_5,clean,0.7,1,userData,userData,other,False,False,True
mock_5,smelly,0.7,1,data,userData,random_noise,False,False,True
mock_5,clean,0.7,2,userData,userData,other,False,False,True
mock_5,smelly,0.7,2,data,userData,random_noise,False,False,True
mock_5,clean,0.9,0,userData,userData,userData,True,False,False
mock_5,smelly,0.9,0,data,userData,random_noise,False,False,True
mock_5,clean,0.9,1,userData,userData,other,False,False,True
mock_5,smelly,0.9,1,data,userData,random_noise,False,False,True
mock_5,clean,0.9,2,userData,userData,userData,True,False,True
mock_5,smelly,0.9,2,data,userData,random_noise,False,False,True
mock_6,clean,0.1,0,userData,userData,userData,True,False,False
mock_6,smelly,0.1,0,data,userData,data,True,False,False
mock_6,clean,0.1,1,userData,userData,userData,True,False,False
mock_6,smelly,0.1,1,data,userData,data,True,False,False
mock_6,clean,0.1,2,userData,userData,userData,True,False,False
mock_6,smelly,0.1,2,data,userData,data,True,False,False
mock_6,clean,0.3,0,userData,userData,userData,True,False,False
mock_6,smelly,0.3,0,data,userData,data,True,False,True
mock_6,clean,0.3,1,userData,userData,userData,True,False,True
mock_6,smelly,0.3,1,data,userData,userData,False,True,True
mock_6,clean,0.3,2,userData,userData,userData,True,False,False
mock_6,smelly,0.3,2,data,userData,data,True,False,False
mock_6,clean,0.5,0,userData,userData,userData,True,False,False
mock_6,smelly,0.5,0,data,userData,data,True,False,True
mock_6,clean,0.5,1,userData,userData,userData,True,False,False
mock_6,smelly,0.5,1,data,userData,data,True,False,False
mock_6,clean,0.5,2,userData,userData,other,False,False,True
mock_6,smelly,0.5,2,data,userData,random_noise,False,False,True
mock_6,clean,0.7,0,userData,userData,other,False,False,True
mock_6,smelly,0.7,0,data,userData,random_noise,False,False,True
mock_6,clean,0.7,1,userData,userData,userData,True,False,False
mock_6,smelly,0.7,1,data,userData,userData,False,True,True
mock_6,clean,0.7,2,userData,userData,other,False,False,True
mock_6,smelly,0.7,2,data,userData,data,True,False,False
mock_6,clean,0.9,0,userData,userData,other,False,False,True
mock_6,smelly,0.9,0,data,userData,random_noise,False,False,True
mock_6,clean,0.9,1,userData,userData,other,False,False,True
mock_6,smelly,0.9,1,data,userData,data,True,False,False
mock_6,clean,0.9,2,userData,userData,userData,True,False,False
mock_6,smelly,0.9,2,data,userData,random_noise,False,False,True
mock_7,clean,0.1,0,userData,userData,userData,True,False,False
mock_7,smelly,0.1,0,data,userData,data,True,False,False
mock_7,clean,0.1,1,userData,userData,userData,True,False,False
mock_7,smelly,0.1,1,data,userData,data,True,False,True
mock_7,clean,0.1,2,userData,userData,userData,True,False,False
mock_7,smelly,0.1,2,data,userData,data,True,False,False
mock_7,clean,0.3,0,userData,userData,userData,True,False,True
mock_7,smelly,0.3,0,data,userData,data,True,False,False
mock_7,clean,0.3,1,userData,userData,userData,True,False,False
mock_7,smelly,0.3,1,data,userData,data,True,False,False
mock_7,clean,0.3,2,userData,userData,other,False,False,True
mock_7,smelly,0.3,2,data,userData,data,True,False,True
mock_7,clean,0.5,0,userData,userData,userData,True,False,False
mock_7,smelly,0.5,0,data,userData,data,True,False,True
mock_7,clean,0.5,1,userData,userData,other,False,False,True
mock_7,smelly,0.5,1,data,userData,random_noise,False,False,True
mock_7,clean,0.5,2,userData,userData,other,False,False,True
mock_7,smelly,0.5,2,data,userData,data,True,False,True
mock_7,clean,0.7,0,userData,userData,userData,True,False,False
mock_7,smelly,0.7,0,data,userData,random_noise,False,False,True
mock_7,clean,0.7,1,userData,userData,other,False,False,True
mock_7,smelly,0.7,1,data,userData,userData,False,True,True
mock_7,clean,0.7,2,userData,userData,userData,True,False,True
mock_7,smelly,0.7,2,data,userData,data,True,False,False
mock_7,clean,0.9,0,userData,userData,other,False,False,True
mock_7,smelly,0.9,0,data,userData,random_noise,False,False,True
mock_7,clean,0.9,1,userData,userData,userData,True,False,True
mock_7,smelly,0.9,1,data,userData,random_noise,False,False,True
mock_7,clean,0.9,2,userData,userData,other,False,False,True
mock_7,smelly,0.9,2,data,userData,random_noise,False,False,True
mock_8,clean,0.1,0,userData,userData,userData,True,False,True
mock_8,smelly,0.1,0,data,userData,data,True,False,False
mock_8,clean,0.1,1,userData,userData,userData,True,False,False
mock_8,smelly,0.1,1,data,userData,data,True,False,False
mock_8,clean,0.1,2,userData,userData,userData,True,False,False
mock_8,smelly,0.1,2,data,userData,data,True,False,False
mock_8,clean,0.3,0,userData,userData,userData,True,False,False
mock_8,smelly,0.3,0,data,userData,data,True,False,False
mock_8,clean,0.3,1,userData,userData,userData,True,False,False
mock_8,smelly,0.3,1,data,userData,data,True,False,True
mock_8,clean,0.3,2,userData,userData,userData,True,False,False
mock_8,smelly,0.3,2,data,userData,data,True,False,True
mock_8,clean,0.5,0,userData,userData,other,False,False,True
mock_8,smelly,0.5,0,data,userData,data,True,False,True
mock_8,clean,0.5,1,userData,userData,userData,True,False,False
mock_8,smelly,0.5,1,data,userData,random_noise,False,False,True
mock_8,clean,0.5,2,userData,userData,userData,True,False,True
mock_8,smelly,0.5,2,data,userData,data,True,False,True
mock_8,clean,0.7,0,userData,userData,other,False,False,True
mock_8,smelly,0.7,0,data,userData,data,True,False,False
mock_8,clean,0.7,1,userData,userData,userData,True,False,False
mock_8,smelly,0.7,1,data,userData,random_noise,False,False,True
mock_8,clean,0.7,2,userData,userData,userData,True,False,True
mock_8,smelly,0.7,2,data,userData,random_noise,False,False,True
mock_8,clean,0.9,0,userData,userData,other,False,False,True
mock_8,smelly,0.9,0,data,userData,random_noise,False,False,True
mock_8,clean,0.9,1,userData,userData,other,False,False,True
mock_8,smelly,0.9,1,data,userData,data,True,False,True
mock_8,clean,0.9,2,userData,userData,other,False,False,True
mock_8,smelly,0.9,2,data,userData,random_noise,False,False,True
mock_9,clean,0.1,0,userData,userData,userData,True,False,False
mock_9,smelly,0.1,0,data,userData,data,True,False,False
mock_9,clean,0.1,1,userData,userData,userData,True,False,False
mock_9,smelly,0.1,1,data,userData,data,True,False,False
mock_9,clean,0.1,2,userData,userData,userData,True,False,False
mock_9,smelly,0.1,2,data,userData,data,True,False,False
mock_9,clean,0.3,0,userData,userData,userData,True,False,True
mock_9,smelly,0.3,0,data,userData,data,True,False,False
mock_9,clean,0.3,1,userData,userData,userData,True,False,False
mock_9,smelly,0.3,1,data,userData,data,True,False,False
mock_9,clean,0.3,2,userData,userData,userData,True,False,False
mock_9,smelly,0.3,2,data,userData,data,True,False,False
mock_9,clean,0.5,0,userData,userData,userData,True,False,False
mock_9,smelly,0.5,0,data,userData,data,True,False,True
mock_9,clean,0.5,1,userData,userData,userData,True,False,True
mock_9,smelly,0.5,1,data,userData,data,True,False,True
mock_9,clean,0.5,2,userData,userData,userData,True,False,True
mock_9,smelly,0.5,2,data,userData,data,True,False,False
mock_9,clean,0.7,0,userData,userData,userData,True,False,False
mock_9,smelly,0.7,0,data,userData,random_noise,False,False,True
mock_9,clean,0.7,1,userData,userData,other,False,False,True
mock_9,smelly,0.7,1,data,userData,data,True,False,False
mock_9,clean,0.7,2,userData,userData,other,False,False,True
mock_9,smelly,0.7,2,data,userData,random_noise,False,False,True
mock_9,clean,0.9,0,userData,userData,userData,True,False,False
mock_9,smelly,0.9,0,data,userData,random_noise,False,False,True
mock_9,clean,0.9,1,userData,userData,other,False,False,True
mock_9,smelly,0.9,1,data,userData,random_noise,False,False,True
mock_9,clean,0.9,2,userData,userData,other,False,False,True
mock_9,smelly,0.9,2,data,userData,random_noise,False,False,True
mock_10,clean,0.1,0,userData,userData,userData,True,False,False
mock_10,smelly,0.1,0,data,userData,data,True,False,False
mock_10,clean,0.1,1,userData,userData,userData,True,False,False
mock_10,smelly,0.1,1,data,userData,data,True,False,False
mock_10,clean,0.1,2,userData,userData,userData,True,False,False
mock_10,smelly,0.1,2,data,userData,data,True,False,False
mock_10,clean,0.3,0,userData,userData,userData,True,False,False
mock_10,smelly,0.3,0,data,userData,userData,False,True,True
mock_10,clean,0.3,1,userData,userData,userData,True,False,False
mock_10,smelly,0.3,1,data,userData,data,True,False,False
mock_10,clean,0.3,2,userData,userData,userData,True,False,False
mock_10,smelly,0.3,2,data,userData,data,True,False,False
mock_10,clean,0.5,0,userData,userData,userData,True,False,False
mock_10,smelly,0.5,0,data,userData,userData,False,True,True
mock_10,clean,0.5,1,userData,userData,userData,True,False,False
mock_10,smelly,0.5,1,data,userData,data,True,False,True
mock_10,clean,0.5,2,userData,userData,other,False,False,True
mock_10,smelly,0.5,2,data,userData,random_noise,False,False,True
mock_10,clean,0.7,0,userData,userData,other,False,False,True
mock_10,smelly,0.7,0,data,userData,random_noise,False,False,True
mock_10,clean,0.7,1,userData,userData,userData,True,False,True
mock_10,smelly,0.7,1,data,userData,random_noise,False,False,True
mock_10,clean,0.7,2,userData,userData,other,False,False,True
mock_10,smelly,0.7,2,data,userData,random_noise,False,False,True
mock_10,clean,0.9,0,userData,userData,userData,True,False,True
mock_10,smelly,0.9,0,data,userData,data,True,False,False
mock_10,clean,0.9,1,userData,userData,userData,True,False,True
mock_10,smelly,0.9,1,data,userData,random_noise,False,False,True
mock_10,clean,0.9,2,userData,userData,other,False,False,True
mock_10,smelly,0.9,2,data,userData,data,True,False,False
mock_11,clean,0.1,0,userData,userData,userData,True,False,False
mock_11,smelly,0.1,0,data,userData,data,True,False,False
mock_11,clean,0.1,1,userData,userData,userData,True,False,False
mock_11,smelly,0.1,1,data,userData,data,True,False,False
mock_11,clean,0.1,2,userData,userData,userData,True,False,False
mock_11,smelly,0.1,2,data,userData,data,True,False,False
mock_11,clean,0.3,0,userData,userData,userData,True,False,False
mock_11,smelly,0.3,0,data,userData,userData,False,True,True
mock_11,clean,0.3,1,userData,userData,userData,True,False,False
mock_11,smelly,0.3,1,data,userData,data,True,False,True
mock_11,clean,0.3,2,userData,userData,userData,True,False,True
mock_11,smelly,0.3,2,data,userData,data,True,False,False
mock_11,clean,0.5,0,userData,userData,userData,True,False,False
mock_11,smelly,0.5,0,data,userData,data,True,False,False
mock_11,clean,0.5,1,userData,userData,other,False,False,True
mock_11,smelly,0.5,1,data,userData,userData,False,True,True
mock_11,clean,0.5,2,userData,userData,other,False,False,True
mock_11,smelly,0.5,2,data,userData,data,True,False,False
mock_11,clean,0.7,0,userData,userData,other,False,False,True
mock_11,smelly,0.7,0,data,userData,random_noise,False,False,True
mock_11,clean,0.7,1,userData,userData,userData,True,False,False
mock_11,smelly,0.7,1,data,userData,random_noise,False,False,True
mock_11,clean,0.7,2,userData,userData,userData,True,False,False
mock_11,smelly,0.7,2,data,userData,data,True,False,True
mock_11,clean,0.9,0,userData,userData,other,False,False,True
mock_11,smelly,0.9,0,data,userData,data,True,False,True
mock_11,clean,0.9,1,userData,userData,other,False,False,True
mock_11,smelly,0.9,1,data,userData,random_noise,False,False,True
mock_11,clean,0.9,2,userData,userData,other,False,False,True
mock_11,smelly,0.9,2,data,userData,random_noise,False,False,True
mock_12,clean,0.1,0,userData,userData,userData,True,False,False
mock_12,smelly,0.1,0,data,userData,data,True,False,True
mock_12,clean,0.1,1,userData,userData,userData,True,False,False
mock_12,smelly,0.1,1,data,userData,data,True,False,False
mock_12,clean,0.1,2,userData,userData,userData,True,False,True
mock_12,smelly,0.1,2,data,userData,data,True,False,False
mock_12,clean,0.3,0,userData,userData,userData,True,False,False
mock_12,smelly,0.3,0,data,userData,data,True,False,False
mock_12,clean,0.3,1,userData,userData,userData,True,False,True
mock_12,smelly,0.3,1,data,userData,data,True,False,False
mock_12,clean,0.3,2,userData,userData,userData,True,False,True
mock_12,smelly,0.3,2,data,userData,userData,False,True,True
mock_12,clean,0.5,0,userData,userData,userData,True,False,False
mock_12,smelly,0.5,0,data,userData,data,True,False,False
mock_12,clean,0.5,1,userData,userData,userData,True,False,False
mock_12,smelly,0.5,1,data,userData,userData,False,True,True
mock_12,clean,0.5,2,userData,userData,userData,True,False,True
mock_12,smelly,0.5,2,data,userData,data,True,False,False
mock_12,clean,0.7,0,userData,userData,other,False,False,True
mock_12,smelly,0.7,0,data,userData,random_noise,False,False,True
mock_12,clean,0.7,1,userData,userData,other,False,False,True
mock_12,smelly,0.7,1,data,userData,random_noise,False,False,True
mock_12,clean,0.7,2,userData,userData,userData,True,False,True
mock_12,smelly,0.7,2,data,userData,data,True,False,False
mock_12,clean,0.9,0,userData,userData,other,False,False,True
mock_12,smelly,0.9,0,data,userData,random_noise,False,False,True
mock_12,clean,0.9,1,userData,userData,other,False,False,True
mock_12,smelly,0.9,1,data,userData,data,True,False,False
mock_12,clean,0.9,2,userData,userData,other,False,False,True
mock_12,smelly,0.9,2,data,userData,random_noise,False,False,True
mock_13,clean,0.1,0,userData,userData,userData,True,False,False
mock_13,smelly,0.1,0,data,userData,data,True,False,False
mock_13,clean,0.1,1,userData,userData,userData,True,False,False
mock_13,smelly,0.1,1,data,userData,data,True,False,False
mock_13,clean,0.1,2,userData,userData,userData,True,False,False
mock_13,smelly,0.1,2,data,userData,data,True,False,False
mock_13,clean,0.3,0,userData,userData,userData,True,False,False
mock_13,smelly,0.3,0,data,userData,data,True,False,False
mock_13,clean,0.3,1,userData,userData,userData,True,False,False
mock_13,smelly,0.3,1,data,userData,data,True,False,False
mock_13,clean,0.3,2,userData,userData,userData,True,False,False
mock_13,smelly,0.3,2,data,userData,userData,False,True,True
mock_13,clean,0.5,0,userData,userData,userData,True,False,False
mock_13,smelly,0.5,0,data,userData,userData,False,True,True
mock_13,clean,0.5,1,userData,userData,userData,True,False,True
mock_13,smelly,0.5,1,data,userData,data,True,False,True
mock_13,clean,0.5,2,userData,userData,other,False,False,True
mock_13,smelly,0.5,2,data,userData,data,True,False,True
mock_13,clean,0.7,0,userData,userData,userData,True,False,True
mock_13,smelly,0.7,0,data,userData,data,True,False,False
mock_13,clean,0.7,1,userData,userData,other,False,False,True
mock_13,smelly,0.7,1,data,userData,userData,False,True,True
mock_13,clean,0.7,2,userData,userData,userData,True,False,True
mock_13,smelly,0.7,2,data,userData,data,True,False,True
mock_13,clean,0.9,0,userData,userData,userData,True,False,True
mock_13,smelly,0.9,0,data,userData,data,True,False,False
mock_13,clean,0.9,1,userData,userData,userData,True,False,True
mock_13,smelly,0.9,1,data,userData,userData,False,True,True
mock_13,clean,0.9,2,userData,userData,userData,True,False,True
mock_13,smelly,0.9,2,data,userData,random_noise,False,False,True
mock_14,clean,0.1,0,userData,userData,userData,True,False,False
mock_14,smelly,0.1,0,data,userData,data,True,False,False
mock_14,clean,0.1,1,userData,userData,userData,True,False,False
mock_14,smelly,0.1,1,data,userData,data,True,False,False
mock_14,clean,0.1,2,userData,userData,userData,True,False,True
mock_14,smelly,0.1,2,data,userData,data,True,False,False
mock_14,clean,0.3,0,userData,userData,userData,True,False,True
mock_14,smelly,0.3,0,data,userData,data,True,False,False
mock_14,clean,0.3,1,userData,userData,userData,True,False,False
mock_14,smelly,0.3,1,data,userData,data,True,False,False
mock_14,clean,0.3,2,userData,userData,userData,True,False,False
mock_14,smelly,0.3,2,data,userData,userData,False,True,True
mock_14,clean,0.5,0,userData,userData,userData,True,False,False
mock_14,smelly,0.5,0,data,userData,data,True,False,False
mock_14,clean,0.5,1,userData,userData,other,False,False,True
mock_14,smelly,0.5,1,data,userData,data,True,False,True
mock_14,clean,0.5,2,userData,userData,userData,True,False,False
mock_14,smelly,0.5,2,data,userData,data,True,False,True
mock_14,clean,0.7,0,userData,userData,other,False,False,True
mock_14,smelly,0.7,0,data,userData,data,True,False,False
mock_14,clean,0.7,1,userData,userData,userData,True,False,True
mock_14,smelly,0.7,1,data,userData,userData,False,True,True
mock_14,clean,0.7,2,userData,userData,other,False,False,True
mock_14,smelly,0.7,2,data,userData,data,True,False,False
mock_14,clean,0.9,0,userData,userData,other,False,False,True
mock_14,smelly,0.9,0,data,userData,userData,False,True,True
mock_14,clean,0.9,1,userData,userData,other,False,False,True
mock_14,smelly,0.9,1,data,userData,random_noise,False,False,True
mock_14,clean,0.9,2,userData,userData,other,False,False,True
mock_14,smelly,0.9,2,data,userData,random_noise,False,False,True
mock_15,clean,0.1,0,userData,userData,userData,True,False,False
mock_15,smelly,0.1,0,data,userData,data,True,False,False
mock_15,clean,0.1,1,userData,userData,userData,True,False,True
mock_15,smelly,0.1,1,data,userData,data,True,False,False
mock_15,clean,0.1,2,userData,userData,userData,True,False,False
mock_15,smelly,0.1,2,data,userData,data,True,False,False
mock_15,clean,0.3,0,userData,userData,userData,True,False,True
mock_15,smelly,0.3,0,data,userData,data,True,False,False
mock_15,clean,0.3,1,userData,userData,userData,True,False,False
mock_15,smelly,0.3,1,data,userData,data,True,False,False
mock_15,clean,0.3,2,userData,userData,userData,True,False,False
mock_15,smelly,0.3,2,data,userData,data,True,False,False
mock_15,clean,0.5,0,userData,userData,userData,True,False,False
mock_15,smelly,0.5,0,data,userData,data,True,False,False
mock_15,clean,0.5,1,userData,userData,userData,True,False,False
mock_15,smelly,0.5,1,data,userData,data,True,False,False
mock_15,clean,0.5,2,userData,userData,other,False,False,True
mock_15,smelly,0.5,2,data,userData,data,True,False,True
mock_15,clean,0.7,0,userData,userData,userData,True,False,True
mock_15,smelly,0.7,0,data,userData,random_noise,False,False,True
mock_15,clean,0.7,1,userData,userData,other,False,False,True
mock_15,smelly,0.7,1,data,userData,random_noise,False,False,True
mock_15,clean,0.7,2,userData,userData,other,False,False,True
mock_15,smelly,0.7,2,data,userData,data,True,False,True
mock_15,clean,0.9,0,userData,userData,other,False,False,True
mock_15,smelly,0.9,0,data,userData,data,True,False,True
mock_15,clean,0.9,1,userData,userData,other,False,False,True
mock_15,smelly,0.9,1,data,userData,random_noise,False,False,True
mock_15,clean,0.9,2,userData,userData,other,False,False,True
mock_15,smelly,0.9,2,data,userData,data,True,False,True
mock_16,clean,0.1,0,userData,userData,userData,True,False,False
mock_16,smelly,0.1,0,data,userData,data,True,False,False
mock_16,clean,0.1,1,userData,userData,userData,True,False,True
